Price Date,MIC,Ticker,ISIN,Currency,Close Price,Traded Volume,Issued Shares,Traded Value,Market Capitalization,,,,,,
08/03/2023,XBSE,ARTE,ROARTEACNOR4,RON,13.5000,30,"8,114,746", 405.00 ," 109,549,071.00 ",,,,,,
09/03/2023,XBSE,ARTE,ROARTEACNOR4,RON,13.6000,40,"8,114,746", 544.00 ," 110,360,545.60 ",,,,,,
10/03/2023,XBSE,ARTE,ROARTEACNOR4,RON,13.6000,14,"8,114,746", 190.40 ," 110,360,545.60 ",,,,,,
13/03/2023,XBSE,ARTE,ROARTEACNOR4,RON,13.4000,107,"8,114,746"," 1,433.80 "," 108,737,596.40 ",,,,,,
14/03/2023,XBSE,ARTE,ROARTEACNOR4,RON,13.4000,10,"8,114,746", 134.00 ," 108,737,596.40 ",,,,,,
15/03/2023,XBSE,ARTE,ROARTEACNOR4,RON,13.3000,3,"8,114,746", 39.90 ," 107,926,121.80 ",,,,,,
16/03/2023,XBSE,ARTE,ROARTEACNOR4,RON,13.4000,112,"8,114,746"," 1,500.80 "," 108,737,596.40 ",,,,,,
17/03/2023,XBSE,ARTE,ROARTEACNOR4,RON,13.6000,40,"8,114,746", 544.00 ," 110,360,545.60 ",,,,,,
20/03/2023,XBSE,ARTE,ROARTEACNOR4,RON,13.6000,31,"8,114,746", 421.60 ," 110,360,545.60 ",,,,,,
21/03/2023,XBSE,ARTE,ROARTEACNOR4,RON,13.7000,55,"8,114,746", 753.50 ," 111,172,020.20 ",,,,,,
22/03/2023,XBSE,ARTE,ROARTEACNOR4,RON,13.8000,28,"8,114,746", 386.40 ," 111,983,494.80 ",,,,,,
23/03/2023,XBSE,ARTE,ROARTEACNOR4,RON,13.5000,5,"8,114,746", 67.50 ," 109,549,071.00 ",,,,,,
27/03/2023,XBSE,ARTE,ROARTEACNOR4,RON,13.7000,13,"8,114,746", 178.10 ," 111,172,020.20 ",,,,,,
28/03/2023,XBSE,ARTE,ROARTEACNOR4,RON,12.1000,329,"8,114,746"," 3,980.90 "," 98,188,426.60 ",,,,,,
30/03/2023,XBSE,ARTE,ROARTEACNOR4,RON,13.6000,30,"8,114,746", 408.00 ," 110,360,545.60 ",,,,,,
03/04/2023,XBSE,ARTE,ROARTEACNOR4,RON,13.6000,42,"8,114,746", 571.20 ," 110,360,545.60 ",,,,,,
05/04/2023,XBSE,ARTE,ROARTEACNOR4,RON,12.7000,438,"8,114,746"," 5,562.60 "," 103,057,274.20 ",,,,,,
07/04/2023,XBSE,ARTE,ROARTEACNOR4,RON,13.6000,129,"8,114,746"," 1,754.40 "," 110,360,545.60 ",,,,,,
10/04/2023,XBSE,ARTE,ROARTEACNOR4,RON,13.6000,1,"8,114,746", 13.60 ," 110,360,545.60 ",,,,,,
11/04/2023,XBSE,ARTE,ROARTEACNOR4,RON,13.7000,1,"8,114,746", 13.70 ," 111,172,020.20 ",,,,,,
19/04/2023,XBSE,ARTE,ROARTEACNOR4,RON,14.2000,143,"8,114,746"," 2,030.60 "," 115,229,393.20 ",,,,,,
20/04/2023,XBSE,ARTE,ROARTEACNOR4,RON,14.9000,228,"8,114,746"," 3,397.20 "," 120,909,715.40 ",,,,,,
21/04/2023,XBSE,ARTE,ROARTEACNOR4,RON,14.8000,27,"8,114,746", 399.60 ," 120,098,240.80 ",,,,,,
24/04/2023,XBSE,ARTE,ROARTEACNOR4,RON,13.8000,"3,596","8,114,746"," 49,624.80 "," 111,983,494.80 ",,,,,,
25/04/2023,XBSE,ARTE,ROARTEACNOR4,RON,13.7000,40,"8,114,746", 548.00 ," 111,172,020.20 ",,,,,,
26/04/2023,XBSE,ARTE,ROARTEACNOR4,RON,13.2000,118,"8,114,746"," 1,557.60 "," 107,114,647.20 ",,,,,,
27/04/2023,XBSE,ARTE,ROARTEACNOR4,RON,13.1000,192,"8,114,746"," 2,515.20 "," 106,303,172.60 ",,,,,,
28/04/2023,XBSE,ARTE,ROARTEACNOR4,RON,13.1000,120,"8,114,746"," 1,572.00 "," 106,303,172.60 ",,,,,,
30/12/2022,XBSE,ASC,ROASCIACNOR9,RON,2.8400,"5,566","11,721,801"," 15,807.44 "," 33,289,914.84 ",,,,,,
03/01/2023,XBSE,ASC,ROASCIACNOR9,RON,2.8400,79,"11,721,801", 224.36 ," 33,289,914.84 ",,,,,,
04/01/2023,XBSE,ASC,ROASCIACNOR9,RON,2.8000,"10,528","11,721,801"," 29,478.40 "," 32,821,042.80 ",,,,,,
05/01/2023,XBSE,ASC,ROASCIACNOR9,RON,2.8400,50,"11,721,801", 142.00 ," 33,289,914.84 ",,,,,,
06/01/2023,XBSE,ASC,ROASCIACNOR9,RON,2.7200,30,"11,721,801", 81.60 ," 31,883,298.72 ",,,,,,
09/01/2023,XBSE,ASC,ROASCIACNOR9,RON,2.8000,1,"11,721,801", 2.80 ," 32,821,042.80 ",,,,,,
10/01/2023,XBSE,ASC,ROASCIACNOR9,RON,2.8000,692,"11,721,801"," 1,937.60 "," 32,821,042.80 ",,,,,,
11/01/2023,XBSE,ASC,ROASCIACNOR9,RON,2.8400,"23,051","11,721,801"," 65,464.84 "," 33,289,914.84 ",,,,,,
12/01/2023,XBSE,ASC,ROASCIACNOR9,RON,2.8400,"1,355","11,721,801"," 3,848.20 "," 33,289,914.84 ",,,,,,
16/01/2023,XBSE,ASC,ROASCIACNOR9,RON,2.8400,324,"11,721,801", 920.16 ," 33,289,914.84 ",,,,,,
17/01/2023,XBSE,ASC,ROASCIACNOR9,RON,2.8400,"2,221","11,721,801"," 6,307.64 "," 33,289,914.84 ",,,,,,
18/01/2023,XBSE,ASC,ROASCIACNOR9,RON,3.0200,"33,747","11,721,801"," 101,915.94 "," 35,399,839.02 ",,,,,,
19/01/2023,XBSE,ASC,ROASCIACNOR9,RON,3.0800,526,"11,721,801"," 1,620.08 "," 36,103,147.08 ",,,,,,
25/01/2023,XBSE,ASC,ROASCIACNOR9,RON,3.0800,611,"11,721,801"," 1,881.88 "," 36,103,147.08 ",,,,,,
26/01/2023,XBSE,ASC,ROASCIACNOR9,RON,3.0800,503,"11,721,801"," 1,549.24 "," 36,103,147.08 ",,,,,,
27/01/2023,XBSE,ASC,ROASCIACNOR9,RON,3.0000,"1,626","11,721,801"," 4,878.00 "," 35,165,403.00 ",,,,,,
30/01/2023,XBSE,ASC,ROASCIACNOR9,RON,2.9800,"2,113","11,721,801"," 6,296.74 "," 34,930,966.98 ",,,,,,
31/01/2023,XBSE,ASC,ROASCIACNOR9,RON,3.0000,"1,306","11,721,801"," 3,918.00 "," 35,165,403.00 ",,,,,,
01/02/2023,XBSE,ASC,ROASCIACNOR9,RON,3.1000,"10,662","11,721,801"," 33,052.20 "," 36,337,583.10 ",,,,,,
02/02/2023,XBSE,ASC,ROASCIACNOR9,RON,3.4600,"6,480","11,721,801"," 22,420.80 "," 40,557,431.46 ",,,,,,
03/02/2023,XBSE,ASC,ROASCIACNOR9,RON,3.3800,29,"11,721,801", 98.02 ," 39,619,687.38 ",,,,,,
06/02/2023,XBSE,ASC,ROASCIACNOR9,RON,3.2000,"1,026","11,721,801"," 3,283.20 "," 37,509,763.20 ",,,,,,
07/02/2023,XBSE,ASC,ROASCIACNOR9,RON,3.1800,220,"11,721,801", 699.60 ," 37,275,327.18 ",,,,,,
08/02/2023,XBSE,ASC,ROASCIACNOR9,RON,3.3000,"6,539","11,721,801"," 21,578.70 "," 38,681,943.30 ",,,,,,
09/02/2023,XBSE,ASC,ROASCIACNOR9,RON,3.4400,"2,630","11,721,801"," 9,047.20 "," 40,322,995.44 ",,,,,,
10/02/2023,XBSE,ASC,ROASCIACNOR9,RON,3.8000,"8,151","11,721,801"," 30,973.80 "," 44,542,843.80 ",,,,,,
13/02/2023,XBSE,ASC,ROASCIACNOR9,RON,3.7000,"12,201","11,721,801"," 45,143.70 "," 43,370,663.70 ",,,,,,
14/02/2023,XBSE,ASC,ROASCIACNOR9,RON,3.6800,"11,327","11,721,801"," 41,683.36 "," 43,136,227.68 ",,,,,,
15/02/2023,XBSE,ASC,ROASCIACNOR9,RON,3.7200,"4,573","11,721,801"," 17,011.56 "," 43,605,099.72 ",,,,,,
16/02/2023,XBSE,ASC,ROASCIACNOR9,RON,3.7200,449,"11,721,801"," 1,670.28 "," 43,605,099.72 ",,,,,,
17/02/2023,XBSE,ASC,ROASCIACNOR9,RON,3.7000,616,"11,721,801"," 2,279.20 "," 43,370,663.70 ",,,,,,
20/02/2023,XBSE,ASC,ROASCIACNOR9,RON,3.6400,914,"11,721,801"," 3,326.96 "," 42,667,355.64 ",,,,,,
21/02/2023,XBSE,ASC,ROASCIACNOR9,RON,3.6000,452,"11,721,801"," 1,627.20 "," 42,198,483.60 ",,,,,,
22/02/2023,XBSE,ASC,ROASCIACNOR9,RON,3.4000,"2,057","11,721,801"," 6,993.80 "," 39,854,123.40 ",,,,,,
23/02/2023,XBSE,ASC,ROASCIACNOR9,RON,3.5200,"2,898","11,721,801"," 10,200.96 "," 41,260,739.52 ",,,,,,
24/02/2023,XBSE,ASC,ROASCIACNOR9,RON,3.5000,"1,986","11,721,801"," 6,951.00 "," 41,026,303.50 ",,,,,,
27/02/2023,XBSE,ASC,ROASCIACNOR9,RON,3.4800,6,"11,721,801", 20.88 ," 40,791,867.48 ",,,,,,
28/02/2023,XBSE,ASC,ROASCIACNOR9,RON,3.5000,1,"11,721,801", 3.50 ," 41,026,303.50 ",,,,,,
01/03/2023,XBSE,ASC,ROASCIACNOR9,RON,3.5000,632,"11,721,801"," 2,212.00 "," 41,026,303.50 ",,,,,,
03/03/2023,XBSE,ASC,ROASCIACNOR9,RON,3.5000,120,"11,721,801", 420.00 ," 41,026,303.50 ",,,,,,
06/03/2023,XBSE,ASC,ROASCIACNOR9,RON,3.5000,242,"11,721,801", 847.00 ," 41,026,303.50 ",,,,,,
07/03/2023,XBSE,ASC,ROASCIACNOR9,RON,3.4800,255,"11,721,801", 887.40 ," 40,791,867.48 ",,,,,,
08/03/2023,XBSE,ASC,ROASCIACNOR9,RON,3.5600,"3,359","11,721,801"," 11,958.04 "," 41,729,611.56 ",,,,,,
09/03/2023,XBSE,ASC,ROASCIACNOR9,RON,3.5800,252,"11,721,801", 902.16 ," 41,964,047.58 ",,,,,,
10/03/2023,XBSE,ASC,ROASCIACNOR9,RON,3.5200,"3,653","11,721,801"," 12,858.56 "," 41,260,739.52 ",,,,,,
13/03/2023,XBSE,ASC,ROASCIACNOR9,RON,3.5000,237,"11,721,801", 829.50 ," 41,026,303.50 ",,,,,,
14/03/2023,XBSE,ASC,ROASCIACNOR9,RON,3.5200,"4,787","11,721,801"," 16,850.24 "," 41,260,739.52 ",,,,,,
15/03/2023,XBSE,ASC,ROASCIACNOR9,RON,3.5000,"1,647","11,721,801"," 5,764.50 "," 41,026,303.50 ",,,,,,
16/03/2023,XBSE,ASC,ROASCIACNOR9,RON,3.5000,"3,792","11,721,801"," 13,272.00 "," 41,026,303.50 ",,,,,,
17/03/2023,XBSE,ASC,ROASCIACNOR9,RON,3.4400,"11,241","11,721,801"," 38,669.04 "," 40,322,995.44 ",,,,,,
20/03/2023,XBSE,ASC,ROASCIACNOR9,RON,3.5800,"24,952","11,721,801"," 89,328.16 "," 41,964,047.58 ",,,,,,
21/03/2023,XBSE,ASC,ROASCIACNOR9,RON,4.0000,"30,583","11,721,801"," 122,332.00 "," 46,887,204.00 ",,,,,,
23/03/2023,XBSE,ASC,ROASCIACNOR9,RON,3.7600,55,"11,721,801", 206.80 ," 44,073,971.76 ",,,,,,
24/03/2023,XBSE,ASC,ROASCIACNOR9,RON,3.9000,"1,951","11,721,801"," 7,608.90 "," 45,715,023.90 ",,,,,,
27/03/2023,XBSE,ASC,ROASCIACNOR9,RON,3.9600,"5,098","11,721,801"," 20,188.08 "," 46,418,331.96 ",,,,,,
28/03/2023,XBSE,ASC,ROASCIACNOR9,RON,3.8000,"38,107","11,721,801"," 144,806.60 "," 44,542,843.80 ",,,,,,
29/03/2023,XBSE,ASC,ROASCIACNOR9,RON,3.8200,"2,502","11,721,801"," 9,557.64 "," 44,777,279.82 ",,,,,,
30/03/2023,XBSE,ASC,ROASCIACNOR9,RON,3.7600,"15,771","11,721,801"," 59,298.96 "," 44,073,971.76 ",,,,,,
31/03/2023,XBSE,ASC,ROASCIACNOR9,RON,3.7800,"1,986","11,721,801"," 7,507.08 "," 44,308,407.78 ",,,,,,
03/04/2023,XBSE,ASC,ROASCIACNOR9,RON,3.8500,697,"11,721,801"," 2,683.45 "," 45,128,933.85 ",,,,,,
04/04/2023,XBSE,ASC,ROASCIACNOR9,RON,3.8600,485,"11,721,801"," 1,872.10 "," 45,246,151.86 ",,,,,,
05/04/2023,XBSE,ASC,ROASCIACNOR9,RON,3.9600,"1,708","11,721,801"," 6,763.68 "," 46,418,331.96 ",,,,,,
06/04/2023,XBSE,ASC,ROASCIACNOR9,RON,4.0000,590,"11,721,801"," 2,360.00 "," 46,887,204.00 ",,,,,,
07/04/2023,XBSE,ASC,ROASCIACNOR9,RON,3.9800,"1,260","11,721,801"," 5,014.80 "," 46,652,767.98 ",,,,,,
10/04/2023,XBSE,ASC,ROASCIACNOR9,RON,3.7400,"18,638","11,721,801"," 69,706.12 "," 43,839,535.74 ",,,,,,
11/04/2023,XBSE,ASC,ROASCIACNOR9,RON,3.7800,267,"11,721,801"," 1,009.26 "," 44,308,407.78 ",,,,,,
12/04/2023,XBSE,ASC,ROASCIACNOR9,RON,3.7800,370,"11,721,801"," 1,398.60 "," 44,308,407.78 ",,,,,,
13/04/2023,XBSE,ASC,ROASCIACNOR9,RON,3.8000,"8,018","11,721,801"," 30,468.40 "," 44,542,843.80 ",,,,,,
18/04/2023,XBSE,ASC,ROASCIACNOR9,RON,3.7700,"34,989","11,721,801"," 131,908.53 "," 44,191,189.77 ",,,,,,
19/04/2023,XBSE,ASC,ROASCIACNOR9,RON,3.5900,"13,325","11,721,801"," 47,836.75 "," 42,081,265.59 ",,,,,,
20/04/2023,XBSE,ASC,ROASCIACNOR9,RON,3.7500,"2,750","11,721,801"," 10,312.50 "," 43,956,753.75 ",,,,,,
21/04/2023,XBSE,ASC,ROASCIACNOR9,RON,3.6200,"2,002","11,721,801"," 7,247.24 "," 42,432,919.62 ",,,,,,
24/04/2023,XBSE,ASC,ROASCIACNOR9,RON,3.6400,"3,246","11,721,801"," 11,815.44 "," 42,667,355.64 ",,,,,,
25/04/2023,XBSE,ASC,ROASCIACNOR9,RON,3.6400,"6,602","11,721,801"," 24,031.28 "," 42,667,355.64 ",,,,,,
26/04/2023,XBSE,ASC,ROASCIACNOR9,RON,3.6300,"3,503","11,721,801"," 12,715.89 "," 42,550,137.63 ",,,,,,
28/04/2023,XBSE,ASC,ROASCIACNOR9,RON,3.6300,"26,997","11,721,801"," 97,999.11 "," 42,550,137.63 ",,,,,,
30/12/2022,XBSE,AST,ROD6RWU7GIX9,RON,20.4000,"1,090","4,191,300"," 22,236.00 "," 85,502,520.00 ",,,,,,
03/01/2023,XBSE,AST,ROD6RWU7GIX9,RON,20.4000,701,"4,191,300"," 14,300.40 "," 85,502,520.00 ",,,,,,
04/01/2023,XBSE,AST,ROD6RWU7GIX9,RON,20.5000,118,"4,191,300"," 2,419.00 "," 85,921,650.00 ",,,,,,
05/01/2023,XBSE,AST,ROD6RWU7GIX9,RON,21.6000,"1,124","4,191,300"," 24,278.40 "," 90,532,080.00 ",,,,,,
06/01/2023,XBSE,AST,ROD6RWU7GIX9,RON,21.5000,86,"4,191,300"," 1,849.00 "," 90,112,950.00 ",,,,,,
09/01/2023,XBSE,AST,ROD6RWU7GIX9,RON,21.8000,626,"4,191,300"," 13,646.80 "," 91,370,340.00 ",,,,,,
10/01/2023,XBSE,AST,ROD6RWU7GIX9,RON,21.8000,702,"4,191,300"," 15,303.60 "," 91,370,340.00 ",,,,,,
11/01/2023,XBSE,AST,ROD6RWU7GIX9,RON,21.6000,430,"4,191,300"," 9,288.00 "," 90,532,080.00 ",,,,,,
12/01/2023,XBSE,AST,ROD6RWU7GIX9,RON,21.6000,535,"4,191,300"," 11,556.00 "," 90,532,080.00 ",,,,,,
13/01/2023,XBSE,AST,ROD6RWU7GIX9,RON,22.5000,735,"4,191,300"," 16,537.50 "," 94,304,250.00 ",,,,,,
16/01/2023,XBSE,AST,ROD6RWU7GIX9,RON,22.7000,"1,515","4,191,300"," 34,390.50 "," 95,142,510.00 ",,,,,,
17/01/2023,XBSE,AST,ROD6RWU7GIX9,RON,23.2000,"21,679","4,191,300"," 502,952.80 "," 97,238,160.00 ",,,,,,
18/01/2023,XBSE,AST,ROD6RWU7GIX9,RON,23.0000,779,"4,191,300"," 17,917.00 "," 96,399,900.00 ",,,,,,
19/01/2023,XBSE,AST,ROD6RWU7GIX9,RON,22.8000,"1,316","4,191,300"," 30,004.80 "," 95,561,640.00 ",,,,,,
20/01/2023,XBSE,AST,ROD6RWU7GIX9,RON,22.6000,"1,071","4,191,300"," 24,204.60 "," 94,723,380.00 ",,,,,,
23/01/2023,XBSE,AST,ROD6RWU7GIX9,RON,22.4000,"1,294","4,191,300"," 28,985.60 "," 93,885,120.00 ",,,,,,
25/01/2023,XBSE,AST,ROD6RWU7GIX9,RON,22.2000,"1,027","4,191,300"," 22,799.40 "," 93,046,860.00 ",,,,,,
26/01/2023,XBSE,AST,ROD6RWU7GIX9,RON,23.0000,"1,377","4,191,300"," 31,671.00 "," 96,399,900.00 ",,,,,,
27/01/2023,XBSE,AST,ROD6RWU7GIX9,RON,22.8000,"2,027","4,191,300"," 46,215.60 "," 95,561,640.00 ",,,,,,
30/01/2023,XBSE,AST,ROD6RWU7GIX9,RON,22.7000,675,"4,191,300"," 15,322.50 "," 95,142,510.00 ",,,,,,
31/01/2023,XBSE,AST,ROD6RWU7GIX9,RON,22.6000,566,"4,191,300"," 12,791.60 "," 94,723,380.00 ",,,,,,
01/02/2023,XBSE,AST,ROD6RWU7GIX9,RON,22.2000,554,"4,191,300"," 12,298.80 "," 93,046,860.00 ",,,,,,
02/02/2023,XBSE,AST,ROD6RWU7GIX9,RON,22.4000,"1,016","4,191,300"," 22,758.40 "," 93,885,120.00 ",,,,,,
03/02/2023,XBSE,AST,ROD6RWU7GIX9,RON,22.5000,801,"4,191,300"," 18,022.50 "," 94,304,250.00 ",,,,,,
06/02/2023,XBSE,AST,ROD6RWU7GIX9,RON,22.9000,"5,649","4,191,300"," 129,362.10 "," 95,980,770.00 ",,,,,,
07/02/2023,XBSE,AST,ROD6RWU7GIX9,RON,23.4000,"2,151","4,191,300"," 50,333.40 "," 98,076,420.00 ",,,,,,
08/02/2023,XBSE,AST,ROD6RWU7GIX9,RON,22.9000,6,"4,191,300", 137.40 ," 95,980,770.00 ",,,,,,
09/02/2023,XBSE,AST,ROD6RWU7GIX9,RON,23.3000,627,"4,191,300"," 14,609.10 "," 97,657,290.00 ",,,,,,
10/02/2023,XBSE,AST,ROD6RWU7GIX9,RON,23.5000,"1,327","4,191,300"," 31,184.50 "," 98,495,550.00 ",,,,,,
13/02/2023,XBSE,AST,ROD6RWU7GIX9,RON,24.1000,"2,769","4,191,300"," 66,732.90 "," 101,010,330.00 ",,,,,,
14/02/2023,XBSE,AST,ROD6RWU7GIX9,RON,24.3000,797,"4,191,300"," 19,367.10 "," 101,848,590.00 ",,,,,,
15/02/2023,XBSE,AST,ROD6RWU7GIX9,RON,24.3000,"2,777","4,191,300"," 67,481.10 "," 101,848,590.00 ",,,,,,
16/02/2023,XBSE,AST,ROD6RWU7GIX9,RON,24.3000,764,"4,191,300"," 18,565.20 "," 101,848,590.00 ",,,,,,
17/02/2023,XBSE,AST,ROD6RWU7GIX9,RON,24.2000,"1,275","4,191,300"," 30,855.00 "," 101,429,460.00 ",,,,,,
20/02/2023,XBSE,AST,ROD6RWU7GIX9,RON,24.0000,"1,655","4,191,300"," 39,720.00 "," 100,591,200.00 ",,,,,,
21/02/2023,XBSE,AST,ROD6RWU7GIX9,RON,24.3000,"2,170","4,191,300"," 52,731.00 "," 101,848,590.00 ",,,,,,
22/02/2023,XBSE,AST,ROD6RWU7GIX9,RON,24.2000,673,"4,191,300"," 16,286.60 "," 101,429,460.00 ",,,,,,
23/02/2023,XBSE,AST,ROD6RWU7GIX9,RON,24.5000,403,"4,191,300"," 9,873.50 "," 102,686,850.00 ",,,,,,
24/02/2023,XBSE,AST,ROD6RWU7GIX9,RON,24.4000,770,"4,191,300"," 18,788.00 "," 102,267,720.00 ",,,,,,
27/02/2023,XBSE,AST,ROD6RWU7GIX9,RON,24.4000,762,"4,191,300"," 18,592.80 "," 102,267,720.00 ",,,,,,
28/02/2023,XBSE,AST,ROD6RWU7GIX9,RON,24.3000,402,"4,191,300"," 9,768.60 "," 101,848,590.00 ",,,,,,
01/03/2023,XBSE,AST,ROD6RWU7GIX9,RON,24.4000,"1,307","4,191,300"," 31,890.80 "," 102,267,720.00 ",,,,,,
02/03/2023,XBSE,AST,ROD6RWU7GIX9,RON,24.0000,717,"4,191,300"," 17,208.00 "," 100,591,200.00 ",,,,,,
03/03/2023,XBSE,AST,ROD6RWU7GIX9,RON,24.5000,451,"4,191,300"," 11,049.50 "," 102,686,850.00 ",,,,,,
06/03/2023,XBSE,AST,ROD6RWU7GIX9,RON,24.2000,"2,558","4,191,300"," 61,903.60 "," 101,429,460.00 ",,,,,,
07/03/2023,XBSE,AST,ROD6RWU7GIX9,RON,24.9000,887,"4,191,300"," 22,086.30 "," 104,363,370.00 ",,,,,,
08/03/2023,XBSE,AST,ROD6RWU7GIX9,RON,24.9000,298,"4,191,300"," 7,420.20 "," 104,363,370.00 ",,,,,,
09/03/2023,XBSE,AST,ROD6RWU7GIX9,RON,24.6000,318,"4,191,300"," 7,822.80 "," 103,105,980.00 ",,,,,,
10/03/2023,XBSE,AST,ROD6RWU7GIX9,RON,24.4000,835,"4,191,300"," 20,374.00 "," 102,267,720.00 ",,,,,,
13/03/2023,XBSE,AST,ROD6RWU7GIX9,RON,24.5000,"2,787","4,191,300"," 68,281.50 "," 102,686,850.00 ",,,,,,
14/03/2023,XBSE,AST,ROD6RWU7GIX9,RON,23.6000,"1,040","4,191,300"," 24,544.00 "," 98,914,680.00 ",,,,,,
15/03/2023,XBSE,AST,ROD6RWU7GIX9,RON,23.8000,400,"4,191,300"," 9,520.00 "," 99,752,940.00 ",,,,,,
17/03/2023,XBSE,AST,ROD6RWU7GIX9,RON,23.8000,279,"4,191,300"," 6,640.20 "," 99,752,940.00 ",,,,,,
20/03/2023,XBSE,AST,ROD6RWU7GIX9,RON,23.9000,"1,329","4,191,300"," 31,763.10 "," 100,172,070.00 ",,,,,,
21/03/2023,XBSE,AST,ROD6RWU7GIX9,RON,23.8000,299,"4,191,300"," 7,116.20 "," 99,752,940.00 ",,,,,,
22/03/2023,XBSE,AST,ROD6RWU7GIX9,RON,23.7000,343,"4,191,300"," 8,129.10 "," 99,333,810.00 ",,,,,,
23/03/2023,XBSE,AST,ROD6RWU7GIX9,RON,24.1000,264,"4,191,300"," 6,362.40 "," 101,010,330.00 ",,,,,,
24/03/2023,XBSE,AST,ROD6RWU7GIX9,RON,23.5000,517,"4,191,300"," 12,149.50 "," 98,495,550.00 ",,,,,,
27/03/2023,XBSE,AST,ROD6RWU7GIX9,RON,23.5000,657,"4,191,300"," 15,439.50 "," 98,495,550.00 ",,,,,,
28/03/2023,XBSE,AST,ROD6RWU7GIX9,RON,23.4000,408,"4,191,300"," 9,547.20 "," 98,076,420.00 ",,,,,,
29/03/2023,XBSE,AST,ROD6RWU7GIX9,RON,23.2000,836,"4,191,300"," 19,395.20 "," 97,238,160.00 ",,,,,,
30/03/2023,XBSE,AST,ROD6RWU7GIX9,RON,24.0000,"2,857","4,191,300"," 68,568.00 "," 100,591,200.00 ",,,,,,
31/03/2023,XBSE,AST,ROD6RWU7GIX9,RON,23.8000,379,"4,191,300"," 9,020.20 "," 99,752,940.00 ",,,,,,
03/04/2023,XBSE,AST,ROD6RWU7GIX9,RON,24.0000,"1,297","4,191,300"," 31,128.00 "," 100,591,200.00 ",,,,,,
04/04/2023,XBSE,AST,ROD6RWU7GIX9,RON,23.5000,333,"4,191,300"," 7,825.50 "," 98,495,550.00 ",,,,,,
05/04/2023,XBSE,AST,ROD6RWU7GIX9,RON,23.7000,187,"4,191,300"," 4,431.90 "," 99,333,810.00 ",,,,,,
06/04/2023,XBSE,AST,ROD6RWU7GIX9,RON,24.0000,531,"4,191,300"," 12,744.00 "," 100,591,200.00 ",,,,,,
07/04/2023,XBSE,AST,ROD6RWU7GIX9,RON,24.3000,780,"4,191,300"," 18,954.00 "," 101,848,590.00 ",,,,,,
10/04/2023,XBSE,AST,ROD6RWU7GIX9,RON,24.0000,308,"4,191,300"," 7,392.00 "," 100,591,200.00 ",,,,,,
11/04/2023,XBSE,AST,ROD6RWU7GIX9,RON,24.0000,"1,812","4,191,300"," 43,488.00 "," 100,591,200.00 ",,,,,,
12/04/2023,XBSE,AST,ROD6RWU7GIX9,RON,24.4000,320,"4,191,300"," 7,808.00 "," 102,267,720.00 ",,,,,,
13/04/2023,XBSE,AST,ROD6RWU7GIX9,RON,24.4000,122,"4,191,300"," 2,976.80 "," 102,267,720.00 ",,,,,,
18/04/2023,XBSE,AST,ROD6RWU7GIX9,RON,24.4000,200,"4,191,300"," 4,880.00 "," 102,267,720.00 ",,,,,,
19/04/2023,XBSE,AST,ROD6RWU7GIX9,RON,24.5000,201,"4,191,300"," 4,924.50 "," 102,686,850.00 ",,,,,,
20/04/2023,XBSE,AST,ROD6RWU7GIX9,RON,24.5000,196,"4,191,300"," 4,802.00 "," 102,686,850.00 ",,,,,,
21/04/2023,XBSE,AST,ROD6RWU7GIX9,RON,24.5000,224,"4,191,300"," 5,488.00 "," 102,686,850.00 ",,,,,,
24/04/2023,XBSE,AST,ROD6RWU7GIX9,RON,24.5000,220,"4,191,300"," 5,390.00 "," 102,686,850.00 ",,,,,,
25/04/2023,XBSE,AST,ROD6RWU7GIX9,RON,24.2000,718,"4,191,300"," 17,375.60 "," 101,429,460.00 ",,,,,,
26/04/2023,XBSE,AST,ROD6RWU7GIX9,RON,24.3000,455,"4,191,300"," 11,056.50 "," 101,848,590.00 ",,,,,,
27/04/2023,XBSE,AST,ROD6RWU7GIX9,RON,24.6000,578,"4,191,300"," 14,218.80 "," 103,105,980.00 ",,,,,,
28/04/2023,XBSE,AST,ROD6RWU7GIX9,RON,24.4000,370,"4,191,300"," 9,028.00 "," 102,267,720.00 ",,,,,,
30/12/2022,XBSE,ATB,ROATBIACNOR9,RON,0.5660,"2,681","671,338,040"," 1,517.45 "," 379,977,330.64 ",,,,,,
03/01/2023,XBSE,ATB,ROATBIACNOR9,RON,0.5680,"23,152","671,338,040"," 13,150.34 "," 381,320,006.72 ",,,,,,
04/01/2023,XBSE,ATB,ROATBIACNOR9,RON,0.5680,"6,669","671,338,040"," 3,787.99 "," 381,320,006.72 ",,,,,,
05/01/2023,XBSE,ATB,ROATBIACNOR9,RON,0.5680,"45,035","671,338,040"," 25,579.88 "," 381,320,006.72 ",,,,,,
06/01/2023,XBSE,ATB,ROATBIACNOR9,RON,0.5660,"103,336","671,338,040"," 58,488.18 "," 379,977,330.64 ",,,,,,
09/01/2023,XBSE,ATB,ROATBIACNOR9,RON,0.5680,"11,588","671,338,040"," 6,581.98 "," 381,320,006.72 ",,,,,,
10/01/2023,XBSE,ATB,ROATBIACNOR9,RON,0.5640,"2,917","671,338,040"," 1,645.19 "," 378,634,654.56 ",,,,,,
11/01/2023,XBSE,ATB,ROATBIACNOR9,RON,0.5640,"22,146","671,338,040"," 12,490.34 "," 378,634,654.56 ",,,,,,
